"ficha","idEntidade","codigoBanco","nomeBanco","codigoAgencia","digitoAgencia","nomeAgencia","codigoContaBancaria","digitoConta","nomeConta","aplicacaoAnterior","aplicacaoPeriodo","resgate","rentabilidade","saldoBancario","deposito","chequeTransito","creditoRegularizarBanco","debitoRegularizarBanco","credRegularizarJurisdicionado","debRegularizarJurisdicionado","regularizacao.emissao","regularizacao.numero","regularizacao.historico","regularizacao.origemConciliacao","regularizacao.tipoMovimento","regularizacao.valor"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/05/2025 00:00:00","","TRANSFERÊNCIA I.R. DIAGCENTER - MEDICINA DIAGNÓSTICA LTDA, DEBITADA DA CONTA 1428, NÃO EFETUADA NO BANCO","JURISDICIONADO","ENTRADA","13.09"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/09/2025 00:00:00","","ANULAÇÃO REF. AO ESTORNO DA TAXA DE INSCRIÇÃO, EFETUADA INDEVIDAMENTE NA CONTABILIZADA","JURISDICIONADO","ENTRADA","2000"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","18/12/2025 00:00:00","","TRANSFERÊNCIA, DEBITADA DA CONTA 1311, CONTABILIZADA EM DUPLICIDADE","JURISDICIONADO","ENTRADA","150000"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","24/12/2025 00:00:00","","TRANSFERÊNCIA I.S.S RLG CONSTRUTORA LTDA, DEBITADA DA CONTA 1513, NÃO EFETUADA NO BANCO","JURISDICIONADO","ENTRADA","969.19"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/12/2025 00:00:00","","TRANSFERÊNCIA REF. FOLHA DE PAGAMENTO DEZEMBRO/25, DEBITADA DA CONTA 1463, NÃO EFETUADA NO BANCO","JURISDICIONADO","ENTRADA","2036.45"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","10/09/2021 00:00:00","1","Ricardo Zampar (NE 10298)","JURISDICIONADO","SAIDA","5746.07"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","10/09/2021 00:00:00","2"," Ricardo Zampar (NE 10297)","JURISDICIONADO","SAIDA","700"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","03/12/2024 00:00:00","1","PREFEITURA MUNICIPAL DE VARGEM GRANDE DO SUL (AP 24951 E 24952) ADIANTAMENTO DE SALÁRIO 5-NOVEMBRO/24, NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","2098"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","29/01/2025 00:00:00","","TABELIÃO DE NOTAS E DE PROTESTOS DE LETRAS E TÍTULOS (AP 124) NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","715.18"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","13/02/2025 00:00:00","","LUIS CLÁUDIO ROSALIN (AP 337) NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","17.65"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","21/02/2025 00:00:00","","I.N.S.S EDSON JOSUÉ MORETTI (AP 1064) NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","660"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","12/03/2025 00:00:00","","IRINEU VALENTIM TONELOTTO - ME (AP 1370)  NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","446.77"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","26/03/2025 00:00:00","","I.N.S.S (AP 1797) JOSÉ GERALDO ROSALIN,  NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","39.6"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","26/03/2025 00:00:00","","I.N.S.S (A 1800) FERNANDO GAMBAROTO,  NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","24.2"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","28/04/2025 00:00:00","","I.N.S.S (AP 2723) CONTABILIZADA À MAIOR","JURISDICIONADO","SAIDA","2.02"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","29/04/2025 00:00:00","","PAULO EDUARDO BERNARDES (AP 2675) NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","270"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","29/04/2025 00:00:00","","CLÁUDIA HELENA NICOLAU (AP 2684) NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","125.68"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","29/04/2025 00:00:00","","I.N.S.S (AP 2707) MARIA MARTA GUERTS VAROLA, NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","41.8"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","05/05/2025 00:00:00","","SOFTWARE.COM.BR TECNOLOGIA E CONSULTORIA LTDA (AP 2752) DESCONTO DE PIS, COFINS E CSLL CONCEDIDO PELO FORNECEDOR E NÃO CONSIDERADO NA AUTORIZAÇÃO DE PAGAMENTO","JURISDICIONADO","SAIDA","218.17"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","07/05/2025 00:00:00","","JOAQUIM JOSÉ REIS DE SOUZA (AP 2835) NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","78.12"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","20/05/2025 00:00:00","","ANTÔNIO a. PEREIRA (AP 3355) NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","1335.17"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","05/06/2025 00:00:00","","FUPREBEN REFERENTE AO PARCELAMENTO - PAGAMENTO EFETUADO À MENOR NO BANCO","JURISDICIONADO","SAIDA","0.03"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","13/06/2025 00:00:00","","PATRÍCIA HELENA DE OLIVEIRA NICOLAU (AP 4028) NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","68.13"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","27/06/2025 00:00:00","","ANTÔNIO LEANDRO NETO (AP 4291) NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","85"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","16/07/2025 00:00:00","","FONSECA & PAULETI AUTO PEÇAS E ACESSÓRIOS (AP 4878) NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","40"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","23/07/2025 00:00:00","","I.N.S.S (AP 5311) MATHEUS H. UMBELINO, NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","33"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/08/2025 00:00:00","","NIVALDO LUCIANO GERTRUDES (AP 5441) NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","62"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","18/08/2025 00:00:00","","I.N.S.S (AP 6534) MARIANA SANTIAGO,  NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","143"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","25/08/2025 00:00:00","","ANDERSON MONTE ALEGRE DOS SANTOS (AP 6178),  NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","180"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","26/08/2025 00:00:00","","I.N.S.S (AP 6229) NEUSA GALEGO,  NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","55.44"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","26/08/2025 00:00:00","","BANCO DO BRASIL S/A (AP 6235) CONTABILIZADO INDEVIDAMENTE","JURISDICIONADO","SAIDA","45.99"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","26/08/2025 00:00:00","","I.N.S.S (AP 6228) MARIA MARTA GUERTS VAROLA,  NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","69.96"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","02/09/2025 00:00:00","","I.N.S.S (AP 6421) NEUSA GALEGO, NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","52.8"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","02/09/2025 00:00:00","","I.N.S.S (AP 6421) NEUSA GALEGO, NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","68.64"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","15/09/2025 00:00:00","","ELEKTRO ELETRICIDADE E SERVIÇOS SA (AP 6827) FATURA NÃO DEBITADA NO BANCO","JURISDICIONADO","SAIDA","1052.32"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","08/10/2025 00:00:00","","PREFEITURA MUNIC VGSUL (AP 8862) RESCISÃO COMPLEMENTAR 1 - SETEMBRO/25, DEBITADA CORRETAMENTE NO BANCO DA CONTA 1475","JURISDICIONADO","SAIDA","87.34"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","09/10/2025 00:00:00","","TELEFÔNICA BRASIL S/A CONTABILIZADO À MAIOR","JURISDICIONADO","SAIDA","0.03"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","17/10/2025 00:00:00","","JOSÉ ROBERTO VILIA ALBERTO (AP 7743), NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","360"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","19/11/2025 00:00:00","","EVEREST DISTRIBUIDORA LTDA (AP 8811) NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","155156"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","28/11/2025 00:00:00","","TRANSFERÊNCIA PARA ACERTO DE CONCILIAÇÃO, CREDITADA NA CONTA 21 EM 31/10/2025, CONTABILIZADA INCORRETAMENTE","JURISDICIONADO","SAIDA","21.12"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","01/12/2025 00:00:00","","FUPREBEN (AP 9087) RESCISÃO 01-NOVEMBRO/25, CONTABILIZADO EM 27/11/2025 E NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","1493.32"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","RICARDO APARECIDO DOS REIS (AP 9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","I.N.S.S (AP 9235) CRISTINA ALVES C., NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","400.98"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","I.N.S.S (AP 9235) ISABELA FACONI, NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","400.98"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","SILAS EMANOEL DA SILVA (AP 9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","I.N.S.S (AP 9235) SÔNIA HELENA, NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","400.98"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","MARCIO HENRIQUE DA COSTA (9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","MATEUS ANDRE DA SILVA (AP 9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","MARCIO DA SILVA PEREIRA (AP 9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","BRUNO MARTINS JANGOAS (AP 9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","NELSON ANICETO DA SILVA FILHO (9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","WESLEY APARECIDO VIEIRA (AP 9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","LUCAS ROBERTO LEITE (AP 9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","SALOMÃO BARBOSA DE PAULA JÚNIOR (AP 9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","VINICIUS AUGUSTO SILVA PATENTE (AP 9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","I.N.S.S (AP 9235) CLEIDE AP. PATROCÍNIO, NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","400.98"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","JOSE JULIO CABRAL DE VASCONCELLOS (9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","EDUARDO TEODORIO DA PAIXAO (AP 9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","PAULO CESAR EMILIANO (AP 9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","RODRIGO APARECIDO COVATI ROQUE (AP 9237) - PAGAMENTO NÃO EFETUADO NO BANCO","JURISDICIONADO","SAIDA","160"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","04/12/2025 00:00:00","","I.N.S.S (AP 9235) BRUNA SIMÕES, NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","400.98"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","10/12/2025 00:00:00","","I.N.S.S (9423) CARLOS ALBERTO SEIXAS, NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","110"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","11/12/2025 00:00:00","","ELEKTRO ELETRICIDADE E SERVIÇOS SA (AP 9434) FATURA NÃO DEBITADA NO BANCO","JURISDICIONADO","SAIDA","221.79"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","11/12/2025 00:00:00","","I.N.S.S (AP 9435) NEUSA GALEGO, NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","39.6"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","11/12/2025 00:00:00","","I.N.S.S (AP 9438) MARIA MARTA GUERTS VAROLA, NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","192.45"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","16/12/2025 00:00:00","","I.N.S.S (AP 9670) FORTE ALIANÇA, NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","653.29"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","16/12/2025 00:00:00","","I.N.S.S (AP 9669) MATHEUS UMBELINO, NÃO DEBITADO NO BANCO","JURISDICIONADO","SAIDA","36.3"
